#DataName: Atmospheric Wind and Refractive Index Structure Constant
#CopyRight: Chinese Meridian Project
#Station: OQZQB(108.66E,22.10N,23m)
#Instrument: MST Radar
#Producer: Wuhan University
#FileCreateTime: 2024-04-02T04:23:27
#DataLevel: L2
#DataVersion: V01.00
#DataStartTime: 2024-04-02T04:20:00.000
#DataEndTime: 2024-04-02T04:23:21.000
#RecordNumber: 50
#QualityFlag: 1(1:Okay,2:Caution,3:No-Recommend)
#DeviceState: TansInputPower=576kW, WellRAntennaNum=931, WellTAntennaNum=576
#DeviceSpec: Freq=161.00MHz, PkPower=1152kW, RAntennaNum=931, TAntennaNum=576, BeamWidth=4.5deg, Rband=1.0MHz
#ObsParameters: PlsWidth=4.00us, PlsCode=8-bit Complementary, PRF=5000.00Hz, PlsAccum=16, Range=30km, GateNum=50, Rmin=300m, EleAngle=15.0deg, BeamOrder=SZNEW, nFFT=1024, SpAverage=10
#Height(km): The Height Level of the Wind Data, F7.2, missingdata=NaN
#Horiz WS(m/s): Horizontal Wind Speed in m/s, F8.2, missingdata=-99999999
#Horiz_WD(m/s): Horizontal Direction in Degree, Clockwise from Due North, F8.2, missingdata=-99999999
#Verti_V(m/s): Vertical Velocity in m/s, F7.2, missingdata=-9999999
#Cn2(dB): Atmospheric Refractive index Structure Constant in dB, F7.2, missingdata=-9999999
#Credi: Credibility of Data, I5.3, missingdata=-99999
#-------------------------------------------------------------------
 Height Horiz_WS Horiz_WD Verti_V     Cn2 Credi
   0.30    16.41    53.72   -0.57 -192.36   100
   0.90     0.41   246.80   -0.14 -165.51   100
   1.50    11.26   238.88    0.09 -143.10   100
   2.10    16.86   239.52    0.13 -137.91   100
   2.70    17.18   240.13    0.16 -134.92   100
   3.30    17.03   245.82    0.17 -132.46   100
   3.90    16.95   251.51    0.05 -135.46   100
   4.50    18.05   254.16   -0.06 -137.23   100
   5.10    19.05   255.01   -0.18 -138.61   100
   5.70    19.99   255.20   -0.33 -143.29   100
   6.30    20.83   254.61   -0.34 -145.40   100
   6.90    21.20   253.55   -0.32 -147.61   100
   7.50    22.93   257.28   -0.23 -149.79   100
   8.10    25.09   261.35   -0.06 -153.56   100
   8.70    27.83   263.24    0.10 -156.93   100
   9.30    30.09   266.38    0.27 -161.76   100
   9.90    31.45   270.67    0.38 -165.05   100
  10.50    32.02   271.35    0.39 -168.88   100
  11.10    32.39   274.44    0.37 -169.85    94
  11.70    32.22   273.41    0.34 -171.00   100
  12.30    32.17   268.39    0.35 -171.00   100
  12.90    33.13   258.24    0.28 -171.11   100
  13.50    33.91   255.89    0.23 -172.43    87
  14.10    33.91   255.89    0.25 -173.99    85
  14.70    32.05   256.63    0.22 -173.86   100
  15.30    26.74   260.20    0.17 -173.86    67
  15.90    21.44   257.74    0.22 -174.85    88
  16.50    19.57   259.19    0.41 -9999999    88
  17.10    18.04   252.38    0.19 -9999999    67
  17.70 -99999999 -99999999 -9999999 -9999999 -99999
  18.30 -99999999 -99999999 -9999999 -166.37 -99999
  18.90   222.49   207.44   29.96 -166.37    66
  19.50    25.32   153.52   -0.54 -166.37    71
  20.10    25.32   153.52   -0.54 -166.37    79
  20.70   183.46   326.03   29.96 -9999999    66
  21.30 -99999999 -99999999 -9999999 -9999999 -99999
  21.90 -99999999 -99999999 -9999999 -9999999 -99999
  22.50 -99999999 -99999999 -9999999 -9999999 -99999
  23.10 -99999999 -99999999 -9999999 -9999999 -99999
  23.70 -99999999 -99999999 -9999999 -9999999 -99999
  24.30 -99999999 -99999999 -9999999 -9999999 -99999
  24.90 -99999999 -99999999 -9999999 -9999999 -99999
  25.50 -99999999 -99999999 -9999999 -9999999 -99999
  26.10 -99999999 -99999999 -9999999 -9999999 -99999
  26.70 -99999999 -99999999 -9999999 -9999999 -99999
  27.30 -99999999 -99999999 -9999999 -147.49 -99999
  27.90 -99999999 -99999999 -9999999 -147.49 -99999
  28.50 -99999999 -99999999 -9999999 -155.53 -99999
  29.10 -99999999 -99999999 -9999999 -9999999 -99999
  29.70 -99999999 -99999999 -9999999 -163.58 -99999
